Customer_ID,Age,Gender,Product_Category,Purchase_Amount,Discount_Percent,Payment_Method,Customer_Rating,Previous_Purchases,Returned
855,45,Female,Home & Kitchen,99.77,25,Credit Card,3.1,25,No
856,28,Female,Home & Kitchen,278.67,0,Bank Transfer,2.8,13,No
857,30,Male,Sports,66.99,15,Debit Card,3.7,4,No
858,36,Male,Clothing,34.34,15,Debit Card,4.0,17,Yes
859,44,Female,Beauty,111.06,10,Cash,3.1,26,No
860,49,Female,Beauty,144.31,10,Cash,4.9,13,No
861,60,Female,Electronics,160.85,15,PayPal,4.5,26,No
862,61,Male,Electronics,234.34,10,PayPal,3.3,21,No
863,45,Female,Home & Kitchen,254.51,15,Debit Card,3.9,7,No
864,58,Male,Beauty,12.94,30,Cash,3.3,22,Yes
865,59,Male,Beauty,72.24,10,Cash,2.9,25,No
866,44,Male,Beauty,144.63,15,Debit Card,3.7,25,No
867,37,Male,Clothing,151.52,15,Cash,4.5,4,Yes
868,22,Male,Beauty,144.39,5,PayPal,4.3,3,No
869,56,Female,Home & Kitchen,113.44,20,PayPal,3.4,15,Yes
870,32,Female,Beauty,58.57,25,Bank Transfer,4.9,12,Yes
871,46,Male,Beauty,97.13,10,Credit Card,4.5,4,Yes
872,53,Male,Clothing,99.49,25,Debit Card,3.9,26,Yes
873,49,Female,Books,38.93,0,Bank Transfer,4.2,8,No
874,52,Female,Home & Kitchen,150.53,25,PayPal,4.8,2,Yes
875,42,Male,Electronics,153.42,15,Bank Transfer,2.9,15,No
876,26,Female,Books,67.32,10,Bank Transfer,4.7,19,No
877,27,Female,Beauty,109.01,5,Debit Card,3.3,29,No
878,51,Female,Electronics,263.12,5,PayPal,2.7,22,No
879,24,Male,Beauty,49.68,5,PayPal,3.2,8,No
880,41,Female,Home & Kitchen,99.71,5,Debit Card,3.9,8,No
881,39,Female,Sports,297.0,0,Debit Card,4.5,29,No
882,28,Female,Electronics,252.42,10,Credit Card,3.8,9,No
883,53,Female,Books,68.38,20,Debit Card,3.0,26,No
884,63,Male,Books,64.51,10,Cash,2.6,5,No
885,60,Female,Sports,95.93,25,Cash,3.0,0,No
886,18,Female,Home & Kitchen,111.5,10,Credit Card,3.7,20,No
887,35,Male,Beauty,101.42,15,Bank Transfer,4.7,23,Yes
888,20,Female,Electronics,322.01,30,PayPal,2.8,27,Yes
889,38,Male,Beauty,62.9,10,Bank Transfer,4.3,28,No
890,51,Male,Sports,122.19,25,PayPal,2.7,8,Yes
891,35,Male,Sports,90.26,10,Bank Transfer,3.4,3,Yes
892,54,Female,Electronics,106.46,30,Debit Card,4.5,5,No
893,47,Male,Sports,172.9,25,PayPal,3.3,4,No
894,29,Female,Clothing,103.69,10,Credit Card,3.6,22,No
895,40,Female,Home & Kitchen,269.53,20,Bank Transfer,2.9,12,No
896,62,Female,Home & Kitchen,102.61,25,Bank Transfer,3.2,25,No
897,34,Male,Books,60.12,10,Bank Transfer,3.9,11,Yes
898,38,Male,Sports,259.65,5,Debit Card,3.4,29,No
899,52,Male,Electronics,334.58,5,Bank Transfer,4.3,8,No
900,48,Female,Home & Kitchen,99.19,15,Bank Transfer,3.2,24,No
901,55,Male,Clothing,185.71,20,Cash,2.8,24,Yes
902,23,Female,Clothing,112.95,10,Debit Card,2.7,9,No
903,45,Male,Sports,101.83,15,Debit Card,4.2,17,No
904,60,Female,Books,15.1,30,PayPal,4.7,10,No
905,52,Male,Home & Kitchen,222.28,10,Credit Card,3.3,11,No
906,22,Male,Clothing,28.67,5,PayPal,3.3,9,Yes
907,34,Female,Clothing,176.94,0,Credit Card,4.7,20,No
908,38,Male,Beauty,125.58,0,Credit Card,3.6,9,No
909,50,Female,Books,14.04,30,Credit Card,4.7,12,No
910,18,Female,Sports,34.51,10,PayPal,2.8,1,No
911,41,Male,Beauty,142.65,5,Credit Card,3.4,9,No
912,38,Female,Sports,58.55,20,Debit Card,2.8,3,No
913,45,Female,Home & Kitchen,96.25,20,Credit Card,3.6,18,No
914,41,Male,Clothing,167.83,10,Cash,4.1,29,No
915,43,Male,Clothing,79.08,0,Cash,3.0,25,No
916,57,Male,Sports,161.27,30,Credit Card,3.2,5,No
917,29,Female,Home & Kitchen,223.55,30,Debit Card,3.3,20,No
918,19,Female,Clothing,77.58,10,Bank Transfer,3.5,17,Yes
919,39,Female,Home & Kitchen,150.69,25,Credit Card,3.1,12,Yes
920,58,Female,Beauty,55.39,15,Debit Card,3.7,21,No
921,57,Female,Beauty,101.47,5,Debit Card,4.8,12,No
922,56,Male,Electronics,244.02,25,Cash,3.9,12,No
923,44,Female,Home & Kitchen,220.61,20,Debit Card,3.8,17,No
924,49,Female,Home & Kitchen,334.66,10,Debit Card,3.7,24,Yes
925,42,Female,Books,17.98,20,Credit Card,4.3,18,No
926,57,Male,Clothing,96.41,25,Debit Card,3.9,12,No
927,47,Female,Sports,105.57,0,PayPal,3.9,6,No
928,61,Female,Clothing,231.56,5,Credit Card,3.7,7,Yes
929,65,Male,Sports,125.73,10,Credit Card,4.3,28,Yes
930,46,Female,Sports,107.87,20,PayPal,4.1,20,Yes
931,24,Male,Home & Kitchen,306.75,5,PayPal,3.1,29,No
932,34,Male,Home & Kitchen,326.43,10,PayPal,3.6,22,No
933,54,Female,Beauty,120.17,25,Debit Card,3.3,9,No
934,48,Female,Sports,98.0,25,Debit Card,2.6,7,No
935,27,Male,Home & Kitchen,316.79,10,Bank Transfer,2.9,20,No
936,51,Female,Books,57.27,0,Cash,4.9,21,No
937,37,Male,Clothing,127.99,20,Credit Card,4.1,29,No
938,65,Male,Home & Kitchen,53.26,20,Credit Card,4.4,27,Yes
939,46,Male,Clothing,161.56,15,Bank Transfer,2.6,5,No
940,53,Female,Electronics,513.69,5,Bank Transfer,3.1,7,No
941,47,Male,Beauty,79.83,15,Bank Transfer,2.7,6,No
942,56,Female,Home & Kitchen,331.19,5,Bank Transfer,4.5,18,No
943,18,Female,Books,50.09,10,Debit Card,4.7,8,No
944,35,Female,Sports,249.01,15,Credit Card,2.9,15,No
945,61,Female,Electronics,457.58,30,Bank Transfer,3.0,7,No
946,38,Female,Electronics,428.86,15,Debit Card,2.9,25,No
947,38,Female,Sports,197.36,30,Cash,3.4,9,No
948,64,Female,Sports,283.5,0,Debit Card,3.5,30,No
949,35,Male,Sports,121.18,15,Debit Card,3.9,10,No
950,57,Female,Home & Kitchen,150.43,0,PayPal,4.1,24,No
951,35,Female,Electronics,135.75,5,Cash,4.4,28,No
952,27,Male,Beauty,98.55,10,Cash,3.8,17,Yes
953,26,Male,Sports,254.85,5,PayPal,3.7,10,No
954,39,Male,Sports,171.37,15,Credit Card,4.5,12,Yes
955,50,Female,Electronics,387.67,10,Credit Card,3.3,18,Yes
956,54,Male,Beauty,23.58,20,Credit Card,5.0,20,No
957,35,Female,Books,33.78,15,PayPal,4.5,16,Yes
958,43,Female,Electronics,373.35,20,Bank Transfer,4.4,21,No
959,59,Male,Beauty,41.54,10,Bank Transfer,2.8,5,Yes
960,26,Female,Electronics,254.72,10,Debit Card,4.8,7,No
961,19,Male,Books,88.08,0,Debit Card,3.6,14,No
962,42,Male,Electronics,578.79,15,Cash,4.0,23,No
963,30,Male,Electronics,403.11,30,Credit Card,3.5,13,No
964,41,Female,Electronics,296.8,15,Cash,3.7,28,No
965,20,Male,Clothing,17.71,20,Cash,3.0,25,No
966,57,Female,Clothing,54.15,10,Debit Card,4.8,28,Yes
967,49,Male,Home & Kitchen,341.33,0,Debit Card,3.7,28,No
968,20,Female,Beauty,51.75,0,PayPal,4.9,3,No
969,52,Female,Clothing,185.55,10,Bank Transfer,3.8,21,Yes
970,48,Female,Sports,48.16,25,PayPal,4.4,2,No
971,57,Male,Clothing,49.97,20,Cash,3.9,16,No
972,38,Female,Home & Kitchen,375.81,0,Debit Card,3.0,25,Yes
973,27,Male,Clothing,65.93,30,Debit Card,3.5,18,No
974,57,Female,Beauty,67.13,5,PayPal,3.4,8,No
975,60,Male,Sports,25.59,20,PayPal,2.7,4,Yes
976,25,Female,Clothing,72.49,20,Bank Transfer,3.5,5,No
977,27,Male,Electronics,203.18,0,Bank Transfer,3.8,25,No
978,62,Male,Home & Kitchen,198.69,25,Bank Transfer,3.9,4,No
979,30,Female,Electronics,573.42,15,Cash,2.8,10,Yes
980,22,Female,Sports,35.09,15,Debit Card,2.9,4,No
981,43,Male,Sports,271.69,5,Bank Transfer,3.5,28,No
982,31,Female,Clothing,146.2,25,PayPal,3.7,19,No
983,25,Female,Clothing,208.39,15,Credit Card,4.7,26,No
984,45,Male,Sports,239.47,20,Cash,4.0,30,No
985,60,Female,Sports,201.7,10,Bank Transfer,3.1,28,No
986,44,Female,Home & Kitchen,246.16,25,PayPal,2.8,8,No
987,56,Female,Electronics,317.12,30,Bank Transfer,3.4,7,No
988,43,Male,Home & Kitchen,140.33,30,PayPal,4.4,20,Yes
989,31,Male,Electronics,423.83,10,Cash,4.5,11,No
990,33,Female,Books,53.71,20,Cash,4.7,24,No
991,40,Male,Books,53.61,30,Credit Card,2.8,9,No
992,38,Female,Sports,221.96,10,Debit Card,2.9,24,No
993,19,Male,Clothing,194.68,15,Debit Card,4.2,19,Yes
994,23,Female,Home & Kitchen,120.68,25,Cash,4.7,26,Yes
995,38,Male,Books,74.51,25,Debit Card,3.1,7,No
996,59,Male,Clothing,60.84,20,Debit Card,3.0,18,No
997,58,Female,Sports,118.98,5,Credit Card,3.9,10,No
998,38,Male,Beauty,131.88,0,Debit Card,4.6,25,No
999,63,Male,Books,46.94,5,Bank Transfer,3.9,0,Yes
1000,40,Female,Sports,214.14,25,PayPal,4.3,0,No
